	Index	Gene_name	Gene_list_index	Gene_list_name	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	HGNC_symbol	Alias	Info
0	1	Slc10a6	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000029321	ENSMUST00000031263	NM_029415	SLC10A6		UP, ttest: 1.62135153431655e-09
1	2	Mapk4	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024558	ENSMUST00000160601|ENSMUST00000162863|ENSMUST00000091851|ENSMUST00000159162	NM_172632|NM_001360936	MAPK4		UP, ttest: 1.65691189862528e-09
2	3	Slc25a33	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000028982	ENSMUST00000105686	NM_027460	SLC25A33		UP, ttest: 3.29131844032893e-09
3	4	Acsl3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000032883	ENSMUST00000035779|ENSMUST00000142704|ENSMUST00000134566|ENSMUST00000154777|ENSMUST00000148608|ENSMUST00000132997|ENSMUST00000135642	NM_028817|NM_001136222|NM_001033606	ACSL3		UP, ttest: 3.33740029237052e-09
4	5	Fkbp5	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024222	ENSMUST00000232939|ENSMUST00000233102|ENSMUST00000233917|ENSMUST00000153744|ENSMUST00000147716|ENSMUST00000233307|ENSMUST00000143685|ENSMUST00000079413|ENSMUST00000177939|ENSMUST00000233747|ENSMUST00000233870|ENSMUST00000233291|ENSMUST00000114792|ENSMUST00000232690|ENSMUST00000233372	NM_010220	FKBP5		UP, ttest: 9.14161669839965e-09
5	6	Gjb6	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000040055	ENSMUST00000160703|ENSMUST00000039380|ENSMUST00000224544|ENSMUST00000162931	NM_001271663|NM_001010937	GJB6		UP, ttest: 1.21434431166743e-08
6	7	Prodh	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000003526	ENSMUST00000139861|ENSMUST00000126087|ENSMUST00000232554|ENSMUST00000232384|ENSMUST00000132241|ENSMUST00000003620|ENSMUST00000123969|ENSMUST00000232502|ENSMUST00000141635|ENSMUST00000136776	NM_011172	PRODH		UP, ttest: 1.45481238538383e-08
7	8	Mfsd2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000028655	ENSMUST00000030408|ENSMUST00000152308|ENSMUST00000127047|ENSMUST00000138964	NM_029662	MFSD2A		UP, ttest: 1.61052748583196e-08
8	9	Amica1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000048534	ENSMUST00000215266|ENSMUST00000215098|ENSMUST00000216333|ENSMUST00000050020|ENSMUST00000217074|ENSMUST00000215880|ENSMUST00000216426	NM_001005421			UP, ttest: 2.91990222324017e-08
9	10	Bcat1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000030268	ENSMUST00000149769|ENSMUST00000154611|ENSMUST00000048252|ENSMUST00000032402|ENSMUST00000123930|ENSMUST00000136819|ENSMUST00000111742|ENSMUST00000204138|ENSMUST00000145911|ENSMUST00000155693	NM_001024468|NM_007532	BCAT1		UP, ttest: 3.05105499144093e-08
10	11	Retsat	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000056666	ENSMUST00000175824|ENSMUST00000205878|ENSMUST00000070597|ENSMUST00000176168|ENSMUST00000176364|ENSMUST00000129071	NM_026159	RETSAT		UP, ttest: 3.369153403124601e-08
11	12	Mthfd2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000005667	ENSMUST00000141044|ENSMUST00000203847|ENSMUST00000203375|ENSMUST00000005810|ENSMUST00000139802|ENSMUST00000204472|ENSMUST00000141193	NM_008638	MTHFD2		UP, ttest: 3.428247549992e-08
12	13	Mycl1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000028654	ENSMUST00000147259|ENSMUST00000030407|ENSMUST00000106252|ENSMUST00000144998|ENSMUST00000135925	NM_001303121|NM_008506	MYCL		UP, ttest: 3.57661490348674e-08
13	14	Slc45a3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000026435	ENSMUST00000190322|ENSMUST00000177943|ENSMUST00000027695|ENSMUST00000185387	NM_001177628|NM_145977	SLC45A3		UP, ttest: 3.5821688322243e-08
14	15	LOC382058	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 4.467743238944151e-08
15	16	Tsc22d3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000031431	ENSMUST00000055738|ENSMUST00000133023|ENSMUST00000123898|ENSMUST00000112995|ENSMUST00000112996|ENSMUST00000152048	NM_010286|NM_001077364	TSC22D3		UP, ttest: 4.60121586404301e-08
16	17	Ramp2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000001240	ENSMUST00000151830|ENSMUST00000149585|ENSMUST00000138229|ENSMUST00000122006|ENSMUST00000129680|ENSMUST00000128260|ENSMUST00000107282|ENSMUST00000149006	NM_019444	RAMP2		UP, ttest: 4.93363915665234e-08
17	18	Per1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000020893	ENSMUST00000101004|ENSMUST00000132462|ENSMUST00000102605|ENSMUST00000142392|ENSMUST00000166748|ENSMUST00000021271	NM_001159367|NM_011065	PER1		UP, ttest: 6.27906934312411e-08
18	19	Pdk4	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000019577	ENSMUST00000203347|ENSMUST00000019721|ENSMUST00000134068	NM_013743	PDK4		UP, ttest: 6.35423507595005e-08
19	20	Gadd45g	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000021453	ENSMUST00000132480|ENSMUST00000021903	NM_011817	GADD45G		UP, ttest: 6.910384816502859e-08
20	21	Tsc22d3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000031431	ENSMUST00000055738|ENSMUST00000133023|ENSMUST00000123898|ENSMUST00000112995|ENSMUST00000112996|ENSMUST00000152048	NM_010286|NM_001077364	TSC22D3		UP, ttest: 7.55018480762379e-08
21	22	Sult1a1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000030711	ENSMUST00000106372|ENSMUST00000106373|ENSMUST00000155419	NM_133670			UP, ttest: 8.59542268745096e-08
22	23	Ipas	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 9.354865886984831e-08
23	24	Errfi1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000028967	ENSMUST00000030811|ENSMUST00000128640|ENSMUST00000073600	NM_133753|NM_001356323	ERRFI1		UP, ttest: 9.89323855012127e-08
24	25	S3-12	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000002831	ENSMUST00000002908|ENSMUST00000238734|ENSMUST00000190703	NM_020568|NM_001372234|NM_001410173|NM_001410163|NM_001410174	PLIN4		UP, ttest: 1.24950812053743e-07
25	26	Spsb1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000039911	ENSMUST00000149743|ENSMUST00000156897|ENSMUST00000149360|ENSMUST00000135896|ENSMUST00000125135|ENSMUST00000038562|ENSMUST00000105685|ENSMUST00000156451|ENSMUST00000167342|ENSMUST00000105684	NM_029035	SPSB1		UP, ttest: 1.5949082212992e-07
26	27	9530081N05Rik	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 1.85562815432818e-07
27	28	Map3k6	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000028862	ENSMUST00000030677|ENSMUST00000123612|ENSMUST00000134895|ENSMUST00000127681	NM_016693	MAP3K6		UP, ttest: 1.9361596369648e-07
28	29	Fam107a	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000021750	ENSMUST00000120411|ENSMUST00000036070|ENSMUST00000121887|ENSMUST00000137133	NM_001360339|NM_183187|NM_001360337|NM_001360338	FAM107A		UP, ttest: 1.94152455569445e-07
29	30	Rgs17	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000019775	ENSMUST00000117676|ENSMUST00000019909|ENSMUST00000064225|ENSMUST00000131996	NM_001161822|NM_019958	RGS17		UP, ttest: 1.95993611510052e-07
30	31	Ddit4	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000020108	ENSMUST00000020308	NM_029083	DDIT4		UP, ttest: 2.07903502026032e-07
31	32	LOC385644	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 2.09702604334994e-07
32	33	Fosl2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000029135	ENSMUST00000202169|ENSMUST00000201110|ENSMUST00000031017	NM_008037	FOSL2		UP, ttest: 2.4279320557793e-07
33	34	Mertk	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000014361	ENSMUST00000014505|ENSMUST00000140221	NM_008587	MERTK		UP, ttest: 2.44117488045766e-07
34	35	B4galt1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000028413	ENSMUST00000030121|ENSMUST00000108096	NM_022305|NM_001378519	B4GALT1		UP, ttest: 2.44843510418225e-07
35	36	LOC270152	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000048534	ENSMUST00000215266|ENSMUST00000215098|ENSMUST00000216333|ENSMUST00000050020|ENSMUST00000217074|ENSMUST00000215880|ENSMUST00000216426	NM_001005421			UP, ttest: 2.91286773009802e-07
36	37	Folh1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000001773	ENSMUST00000107271|ENSMUST00000209082|ENSMUST00000001824	NM_001159706|NM_016770	FOLH1		UP, ttest: 3.04956620527041e-07
37	38	Per1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000020893	ENSMUST00000101004|ENSMUST00000132462|ENSMUST00000102605|ENSMUST00000142392|ENSMUST00000166748|ENSMUST00000021271	NM_001159367|NM_011065	PER1		UP, ttest: 3.12173831626152e-07
38	39	Mbd1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024561	ENSMUST00000239157|ENSMUST00000097530|ENSMUST00000224047|ENSMUST00000224332|ENSMUST00000224907|ENSMUST00000224159|ENSMUST00000237568	NM_013594|NM_001402889|NM_001357422|NM_001357423|NM_001357421	MBD1		UP, ttest: 3.38731978192768e-07
39	40	4631426J05Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000030930	ENSMUST00000077472|ENSMUST00000132508|ENSMUST00000080215|ENSMUST00000207068	NM_029935|NM_001360768	CHST15		UP, ttest: 3.487154621502219e-07
40	41	Cdkn1a	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000023067	ENSMUST00000122348|ENSMUST00000119901|ENSMUST00000232979|ENSMUST00000233296|ENSMUST00000023829	NM_007669|NM_001111099	CDKN1A		UP, ttest: 3.62125085425565e-07
41	42	Htra1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000006205	ENSMUST00000006367|ENSMUST00000150717|ENSMUST00000150905|ENSMUST00000140741|ENSMUST00000153290	NM_019564	HTRA1		UP, ttest: 3.71946801641709e-07
42	43	C030009J22Rik	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 4.09814943892056e-07
43	44	4631416L12Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000036885	ENSMUST00000161493|ENSMUST00000079300|ENSMUST00000192138|ENSMUST00000163008|ENSMUST00000161057|ENSMUST00000159746	NM_001081295	ARHGEF26		UP, ttest: 4.16080741012914e-07
44	45	Fgfbp1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000048373	ENSMUST00000199894|ENSMUST00000199481|ENSMUST00000061299	NM_008009|NM_001271616	FGFBP1		UP, ttest: 4.1906779581342e-07
45	46	Sphk1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000061878	ENSMUST00000145737|ENSMUST00000155102|ENSMUST00000136526|ENSMUST00000141798|ENSMUST00000154034|ENSMUST00000106386|ENSMUST00000063396|ENSMUST00000239437|ENSMUST00000100201|ENSMUST00000150658|ENSMUST00000106388|ENSMUST00000106387|ENSMUST00000063446|ENSMUST00000134834|ENSMUST00000124682|ENSMUST00000148185|ENSMUST00000138840	NM_001372487|NM_001172472|NM_001172473|NM_001372485|NM_001172475|NM_001372489|NM_025367|NM_001372488|NM_001372484|NM_001372486	SPHK1		UP, ttest: 4.90238304226792e-07
46	47	Htra1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000006205	ENSMUST00000006367|ENSMUST00000150717|ENSMUST00000150905|ENSMUST00000140741|ENSMUST00000153290	NM_019564	HTRA1		UP, ttest: 5.07375900789507e-07
47	48	Lpin3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000027412	ENSMUST00000109457|ENSMUST00000109456|ENSMUST00000124920|ENSMUST00000109455|ENSMUST00000040872	NM_022883|NM_001199118	LPIN3		UP, ttest: 5.18756962983072e-07
48	49	2810410A03Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000037235	ENSMUST00000119171|ENSMUST00000201763|ENSMUST00000042701|ENSMUST00000201189	NM_010753	MXD4		UP, ttest: 5.35477250820669e-07
49	50	Klf9	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000033863	ENSMUST00000036884|ENSMUST00000236357	NM_010638	KLF9		UP, ttest: 5.71116374140535e-07
50	51	Tob2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000048546	ENSMUST00000231000|ENSMUST00000229500|ENSMUST00000050467|ENSMUST00000230448	NM_020507	TOB2		UP, ttest: 5.818328160730219e-07
51	52	Tns1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000055322	ENSMUST00000186381|ENSMUST00000188436|ENSMUST00000187281|ENSMUST00000185702|ENSMUST00000185264|ENSMUST00000188942|ENSMUST00000188208|ENSMUST00000189228|ENSMUST00000185331|ENSMUST00000212888|ENSMUST00000191204|ENSMUST00000185529|ENSMUST00000187691|ENSMUST00000191104|ENSMUST00000190599|ENSMUST00000169786|ENSMUST00000187584|ENSMUST00000191367|ENSMUST00000191264|ENSMUST00000191527|ENSMUST00000239451|ENSMUST00000189571|ENSMUST00000190389	NM_001289895|NM_027884	TNS1		UP, ttest: 5.952269723600409e-07
52	53	Klf13	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000052040	ENSMUST00000183907|ENSMUST00000063694|ENSMUST00000183817|ENSMUST00000185175	NM_021366	KLF13		UP, ttest: 6.00210271002629e-07
53	54	Axud1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000032515	ENSMUST00000214058|ENSMUST00000216929|ENSMUST00000213936|ENSMUST00000035101|ENSMUST00000215916	NM_153287|NM_001357560|NM_001357561|NM_001357562	CSRNP1		UP, ttest: 6.045769049992859e-07
54	55	Pex11a	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000030545	ENSMUST00000139620|ENSMUST00000205297|ENSMUST00000032761|ENSMUST00000150606	NM_011068	PEX11A		UP, ttest: 6.360795692855489e-07
55	56	Ppp1r1b	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000061718	ENSMUST00000133700|ENSMUST00000132443|ENSMUST00000152525|ENSMUST00000078694|ENSMUST00000150762|ENSMUST00000147415|ENSMUST00000137634	NM_144828|NM_001313970	PPP1R1B		UP, ttest: 6.509395573850439e-07
56	57	Eln	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000029675	ENSMUST00000015138|ENSMUST00000202620|ENSMUST00000201856|ENSMUST00000201399|ENSMUST00000202570	NM_007925	ELN		UP, ttest: 7.034673361113119e-07
57	58	E230024B12Rik	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 7.628409238802359e-07
58	59	Cdc37l1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024780	ENSMUST00000050148|ENSMUST00000225598|ENSMUST00000223694|ENSMUST00000224511|ENSMUST00000225310|ENSMUST00000225210|ENSMUST00000224599|ENSMUST00000224830|ENSMUST00000224092	NM_001302380|NM_025950|NM_001302382|NM_001377047|NM_001302443	CDC37L1		UP, ttest: 7.804774725416429e-07
59	60	Pex11a	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000030545	ENSMUST00000139620|ENSMUST00000205297|ENSMUST00000032761|ENSMUST00000150606	NM_011068	PEX11A		UP, ttest: 9.30602974625018e-07
60	61	Lpin1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000020593	ENSMUST00000239165|ENSMUST00000221297|ENSMUST00000221789|ENSMUST00000238839|ENSMUST00000223129|ENSMUST00000221146|ENSMUST00000067124|ENSMUST00000222989|ENSMUST00000111067|ENSMUST00000221230	NM_001130412|NM_001355598|NM_172950|NM_015763	LPIN1		UP, ttest: 9.528477563613871e-07
61	62	S100a7a	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000063767	ENSMUST00000212471|ENSMUST00000079286	NM_199422			UP, ttest: 9.956911528869258e-07
62	63	Tilz3c	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 1.10314181060164e-06
63	64	Mbd1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024561	ENSMUST00000239157|ENSMUST00000097530|ENSMUST00000224047|ENSMUST00000224332|ENSMUST00000224907|ENSMUST00000224159|ENSMUST00000237568	NM_013594|NM_001402889|NM_001357422|NM_001357423|NM_001357421	MBD1		UP, ttest: 1.12308073578205e-06
64	65	Agfg2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000029722	ENSMUST00000151839|ENSMUST00000147518|ENSMUST00000198657|ENSMUST00000138604|ENSMUST00000031736|ENSMUST00000100544	NM_178162|NM_001303271|NM_001303266	AGFG2		UP, ttest: 1.23087630157269e-06
65	66	9530064J02	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 1.25532474721798e-06
66	67	Smox	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000027333	ENSMUST00000183881|ENSMUST00000110182|ENSMUST00000151627|ENSMUST00000110188|ENSMUST00000183575|ENSMUST00000110189|ENSMUST00000110186|ENSMUST00000110181|ENSMUST00000129143|ENSMUST00000131698|ENSMUST00000110180|ENSMUST00000151143|ENSMUST00000028806|ENSMUST00000183947|ENSMUST00000149180|ENSMUST00000110183|ENSMUST00000110179	NM_001177837|NM_001177839|NM_001177836|NM_001177833|NM_145533|NM_001177834|NM_001177838|NM_001177835|NM_001177840	SMOX		UP, ttest: 1.2731336641951e-06
67	68	Pex11a	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000030545	ENSMUST00000139620|ENSMUST00000205297|ENSMUST00000032761|ENSMUST00000150606	NM_011068	PEX11A		UP, ttest: 1.29541465595159e-06
68	69	Cyp2d22	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000061740	ENSMUST00000228986|ENSMUST00000230663|ENSMUST00000023083|ENSMUST00000230370|ENSMUST00000229599|ENSMUST00000229438	NM_001163472|NM_019823	CYP2D6		UP, ttest: 1.33855066975395e-06
69	70	Gm129	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000038550	ENSMUST00000036418|ENSMUST00000161994|ENSMUST00000159739|ENSMUST00000161867|ENSMUST00000159863|ENSMUST00000161866	NM_001033302	CIART		UP, ttest: 1.44463384052555e-06
70	71	Galntl4	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000038296	ENSMUST00000049430|ENSMUST00000106663	NM_001360903|NM_173739	GALNT18		UP, ttest: 1.50138888839088e-06
71	72	Lrg1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000037095	ENSMUST00000041357	NM_029796	LRG1		UP, ttest: 1.5433715315099e-06
72	73	Mat2a	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000053907	ENSMUST00000206368|ENSMUST00000205335|ENSMUST00000206692|ENSMUST00000206783|ENSMUST00000205823|ENSMUST00000206900|ENSMUST00000206904|ENSMUST00000206962|ENSMUST00000059472|ENSMUST00000205384	NM_001363799|NM_145569|NM_001363798	MAT2A		UP, ttest: 1.83622259922679e-06
73	74	BC023892	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 1.94766456031591e-06
74	75	Pim3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000035828	ENSMUST00000229969|ENSMUST00000042818	NM_145478	PIM3		UP, ttest: 2.14577658011518e-06
75	76	Hspb1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000004951	ENSMUST00000111155|ENSMUST00000005077	NM_013560	HSPB1		UP, ttest: 2.30183382121543e-06
76	77	Cdkn1a	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000023067	ENSMUST00000122348|ENSMUST00000119901|ENSMUST00000232979|ENSMUST00000233296|ENSMUST00000023829	NM_007669|NM_001111099	CDKN1A		UP, ttest: 2.35986489118925e-06
77	78	Pik3r1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000041417	ENSMUST00000187009|ENSMUST00000035532|ENSMUST00000185701|ENSMUST00000055518|ENSMUST00000189426|ENSMUST00000185795|ENSMUST00000190171	NM_001077495|NM_001024955	PIK3R1		UP, ttest: 2.4009957823878e-06
78	79	Gm22	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000043903	ENSMUST00000187142|ENSMUST00000055537	NM_001362883	ZNF469		UP, ttest: 2.43916843437587e-06
79	80	Hs3st3b1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000070407	ENSMUST00000094103	NM_018805	HS3ST3B1		UP, ttest: 2.5619517312025e-06
80	81	Tro	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000025272	ENSMUST00000169450|ENSMUST00000165192|ENSMUST00000112709|ENSMUST00000148604|ENSMUST00000163450|ENSMUST00000163969|ENSMUST00000171775|ENSMUST00000151403|ENSMUST00000164071|ENSMUST00000087253|ENSMUST00000087258	NM_001290772|NM_001002272|NM_001290771|NM_019548|NM_001290770	TRO		UP, ttest: 2.73699156300608e-06
81	82	Aff1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000029313	ENSMUST00000054979|ENSMUST00000126335|ENSMUST00000031256|ENSMUST00000152145|ENSMUST00000153165	NM_001408251|NM_133919|NM_001080798	AFF1		UP, ttest: 2.81921047361749e-06
82	83	Adarb1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000020262	ENSMUST00000146319|ENSMUST00000150227|ENSMUST00000098374|ENSMUST00000155117|ENSMUST00000105404|ENSMUST00000105406|ENSMUST00000020496|ENSMUST00000154607|ENSMUST00000156583|ENSMUST00000144547|ENSMUST00000149738|ENSMUST00000150512|ENSMUST00000126073	NM_001024837|NM_001024838|NM_130895	ADARB1		UP, ttest: 2.85979675134522e-06
83	84	Bcl2l1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000007659	ENSMUST00000007803|ENSMUST00000128172|ENSMUST00000109820|ENSMUST00000173755|ENSMUST00000156688|ENSMUST00000134902|ENSMUST00000146380|ENSMUST00000134357|ENSMUST00000140436	NM_009743|NM_001289717|NM_001289716|NM_001355053	BCL2L1		UP, ttest: 2.9033233710612e-06
84	85	Rgs17	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000019775	ENSMUST00000117676|ENSMUST00000019909|ENSMUST00000064225|ENSMUST00000131996	NM_001161822|NM_019958	RGS17		UP, ttest: 3.27077193985676e-06
85	86	Acot11	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000034853	ENSMUST00000065253|ENSMUST00000102762|ENSMUST00000148688|ENSMUST00000156567|ENSMUST00000140541|ENSMUST00000145061|ENSMUST00000144809	NM_001347159|NM_025590	ACOT11		UP, ttest: 3.36484323182732e-06
86	87	Crispld2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000031825	ENSMUST00000034282|ENSMUST00000144801|ENSMUST00000108972|ENSMUST00000151629|ENSMUST00000132583	NM_001310635|NM_030209	CRISPLD2		UP, ttest: 3.44709440027703e-06
87	88	LOC100044968	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 3.55428621298512e-06
88	89	Klhl29	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000020627	ENSMUST00000218384|ENSMUST00000020958	NM_001164493	KLHL29		UP, ttest: 3.67250907367163e-06
89	90	LOC100046232	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 3.77522683552032e-06
90	91	2310051E17Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000033863	ENSMUST00000036884|ENSMUST00000236357	NM_010638	KLF9		UP, ttest: 4.34190358249353e-06
91	92	Rhou	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000039960	ENSMUST00000045487|ENSMUST00000136615	NM_133955	RHOU		UP, ttest: 4.39771250360857e-06
92	93	Ctsl	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000021477	ENSMUST00000222517|ENSMUST00000220737|ENSMUST00000220617|ENSMUST00000021933|ENSMUST00000223494|ENSMUST00000222462|ENSMUST00000222971	NM_009984			UP, ttest: 4.41043172342066e-06
93	94	Ihpk2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000032599	ENSMUST00000194875|ENSMUST00000193970|ENSMUST00000195580|ENSMUST00000193634|ENSMUST00000193055|ENSMUST00000192226|ENSMUST00000194782|ENSMUST00000192028|ENSMUST00000195514|ENSMUST00000085018|ENSMUST00000193560|ENSMUST00000192307	NM_029634|NM_001379601|NM_001379600|NM_001379602|NM_001379603	IP6K2		UP, ttest: 4.66530383578128e-06
94	95	Lyve1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000030787	ENSMUST00000209319|ENSMUST00000033050	NM_053247	LYVE1		UP, ttest: 5.648028418421949e-06
95	96	E330035H20Rik	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 5.673437583101139e-06
96	97	Sgk1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000019970	ENSMUST00000143094|ENSMUST00000124350|ENSMUST00000100036|ENSMUST00000120509|ENSMUST00000020145|ENSMUST00000142174|ENSMUST00000124203|ENSMUST00000135195|ENSMUST00000150089|ENSMUST00000092673|ENSMUST00000141218|ENSMUST00000164659|ENSMUST00000126560	NM_001161849|NM_001161847|NM_001161845|NM_001161848|NM_011361|NM_001161850	SGK1		UP, ttest: 6.14554093652901e-06
97	98	Smox	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000027333	ENSMUST00000183881|ENSMUST00000110182|ENSMUST00000151627|ENSMUST00000110188|ENSMUST00000183575|ENSMUST00000110189|ENSMUST00000110186|ENSMUST00000110181|ENSMUST00000129143|ENSMUST00000131698|ENSMUST00000110180|ENSMUST00000151143|ENSMUST00000028806|ENSMUST00000183947|ENSMUST00000149180|ENSMUST00000110183|ENSMUST00000110179	NM_001177837|NM_001177839|NM_001177836|NM_001177833|NM_145533|NM_001177834|NM_001177838|NM_001177835|NM_001177840	SMOX		UP, ttest: 6.18160742167774e-06
98	99	Cytip	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000026832	ENSMUST00000151785|ENSMUST00000028175|ENSMUST00000153052|ENSMUST00000148764|ENSMUST00000146545|ENSMUST00000144117|ENSMUST00000151169|ENSMUST00000131443	NM_139200	CYTIP		UP, ttest: 6.21901198215079e-06
99	100	1810032O08Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000020812	ENSMUST00000247511|ENSMUST00000239283|ENSMUST00000134818|ENSMUST00000239281|ENSMUST00000139934|ENSMUST00000142834|ENSMUST00000131260|ENSMUST00000247503|ENSMUST00000106378|ENSMUST00000144049|ENSMUST00000239190|ENSMUST00000153405|ENSMUST00000247579|ENSMUST00000239363|ENSMUST00000247039|ENSMUST00000239226|ENSMUST00000239362|ENSMUST00000239180|ENSMUST00000244323				UP, ttest: 6.24139473720356e-06
100	101	Lcn2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000026822	ENSMUST00000050785|ENSMUST00000155830|ENSMUST00000136509|ENSMUST00000192241|ENSMUST00000144569|ENSMUST00000147219	NM_008491	LCN2		UP, ttest: 6.48955448221624e-06
